period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
global_financial_crisis,tqqq_hold,2007-10-31,2009-03-09,100000.0000000000,5920.0203768818,-0.9407997962,-0.8757941838,1,0.7378636364,99.8996001390,-0.9425004491,2007-10-31,2009-03-09,495,,,,495,2007-10-31
global_financial_crisis,qqq_hold,2007-10-31,2009-03-09,100000.0000000000,47450.7293845948,-0.5254927062,-0.4230855679,1,0.7378636364,99.8568188801,-0.5338110033,2007-10-31,2008-11-20,386,,,,495,2007-10-31
global_financial_crisis,vo,2007-10-31,2009-03-09,100000.0000000000,53467.8240412975,-0.4653217596,-0.3699582186,7,5.1650454545,287.2552411786,-0.4914310305,2007-10-31,2008-09-17,322,,,,495,2007-10-31
global_financial_crisis,vaa_g4,2007-10-31,2009-03-09,100000.0000000000,104962.9772676962,0.0496297727,0.0363866342,7,5.1650454545,1368.4229834932,-0.0776913959,2009-01-09,2009-02-27,49,,,,107,2008-05-19
global_financial_crisis,daa_g12,2007-10-31,2009-03-09,100000.0000000000,108977.0871240997,0.0897708712,0.0654873134,10,7.3786363636,1311.0109849124,-0.1131144555,2008-12-30,2009-03-04,64,,,,153,2008-07-02
covid_crash,tqqq_hold,2020-02-19,2020-03-23,100000.0000000000,30471.2925571276,-0.6952870744,-0.9999980603,1,11.0679545455,99.8889049716,-0.6991432188,2020-02-19,2020-03-20,30,,,,33,2020-02-19
covid_crash,qqq_hold,2020-02-19,2020-03-23,100000.0000000000,72301.0456009222,-0.2769895440,-0.9723930396,1,11.0679545455,99.7905020166,-0.2852812502,2020-02-19,2020-03-16,26,,,,33,2020-02-19
covid_crash,vo,2020-02-19,2020-03-23,100000.0000000000,73274.2495749552,-0.2672575043,-0.9679898282,3,33.2038636364,173.2252848030,-0.3011320226,2020-02-19,2020-02-27,8,,,,33,2020-02-19
covid_crash,vaa_g4,2020-02-19,2020-03-23,100000.0000000000,103099.9256573587,0.0309992566,0.4019832942,2,22.1359090909,301.0732041453,-0.0467195181,2020-03-09,2020-03-18,9,,,,14,2020-03-09
covid_crash,daa_g12,2020-02-19,2020-03-23,100000.0000000000,108688.3353782926,0.0868833538,1.5146127072,2,22.1359090909,203.7082113898,-0.1037671045,2020-03-09,2020-03-18,9,,,,14,2020-03-09
2022_bear,tqqq_hold,2021-11-19,2022-12-28,100000.0000000000,18422.6054648576,-0.8157739454,-0.7833148436,1,0.9040655941,99.8670022376,-0.8163286832,2021-11-19,2022-12-28,404,,,,404,2021-11-19
2022_bear,qqq_hold,2021-11-19,2022-12-28,100000.0000000000,65085.4297823257,-0.3491457022,-0.3217698374,1,0.9040655941,99.5574717913,-0.3499832849,2021-12-27,2022-11-03,311,,,,366,2021-12-27
2022_bear,vo,2021-11-19,2022-12-28,100000.0000000000,56555.3299401674,-0.4344467006,-0.4026624116,16,14.4650495050,598.2936975037,-0.4575753327,2021-11-19,2022-09-30,315,,,,404,2021-11-19
2022_bear,vaa_g4,2021-11-19,2022-12-28,100000.0000000000,85033.4951032800,-0.1496650490,-0.1363360966,7,6.3284591584,1229.9867659616,-0.1559611699,2021-12-03,2022-12-19,381,,,,390,2021-12-03
2022_bear,daa_g12,2021-11-19,2022-12-28,100000.0000000000,82387.4201158995,-0.1761257988,-0.1606700164,7,6.3284591584,1192.2499050794,-0.1775075555,2021-11-24,2022-12-19,390,,,,399,2021-11-24
