Date,Open,High,Low,Close
2003.09.29,49.7266644458,49.7315268260,49.6342977671,49.6683270105
2003.09.30,49.7315811992,49.9454779447,49.7267188137,49.9260321117
2003.10.01,49.8968401453,49.9503152320,49.8773943220,49.9017025283
2003.10.02,49.6829338334,49.9016965372,49.5905708201,49.8239132534
2003.10.03,49.6100195764,49.6100195764,49.4398695604,49.4641777652
2003.10.06,49.4106897811,49.5808360437,49.3912439641,49.5370857372
2003.10.07,49.5565168470,49.5565168470,49.2842791987,49.3669248237
2003.10.08,49.3377762456,49.6100140152,49.2356884728,49.4884804225
2003.10.09,49.2891453992,49.3426204570,49.1481660386,49.3134535924
2003.10.10,49.4301934345,49.6100646705,49.4301934345,49.5857564436
2003.10.13,49.5856837094,49.6342963830,49.3669248237,49.3669248237
2003.10.14,49.3135259631,49.3864432318,49.1676840080,49.2697718930
2003.10.15,49.1871079594,49.2162748539,49.0509908400,49.1482162942
2003.10.16,49.2891629192,49.3669461978,48.8808118333,49.0169288619
2003.10.17,49.1189959366,49.2502505278,48.9780165852,49.2502505278
2003.10.20,49.1676337981,49.3280590431,49.1676337981,49.2211088798
2003.10.21,49.2891411072,49.4544286466,49.2891411072,49.3183079693
2003.10.22,49.4641648506,49.5613902267,49.3474936576,49.5370857372
2003.10.23,49.5079277756,49.5225149238,49.4155647575,49.4155647575
2003.10.24,49.4885141649,49.6586605689,49.4885141649,49.6586605689
2003.10.27,49.6051655082,49.6440571588,49.4884942651,49.5614114739
2003.10.28,49.4884802875,49.7558519653,49.4884802875,49.7558519653
2003.10.29,49.6245900592,49.6343111133,49.5370857372,49.5370857372
2003.10.30,49.4836106676,49.5662526082,49.4787482862,49.5370857372
2003.10.31,49.5370989839,49.5370989839,49.2940317698,49.4593156951
2003.11.03,49.4344181214,49.4783233471,49.3709944994,49.3709944994
2003.11.04,49.4929764998,49.5564001450,49.4685859395,49.4685859395
2003.11.05,49.5173707821,49.5515205441,49.4685859395,49.4685859395
2003.11.06,49.3612537659,49.3661333665,49.2002604463,49.2002604463
