period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
global_financial_crisis,permanent_buyhold,2007-10-31,2009-03-09,100000.0000000000,97845.3779138542,-0.0215462209,-0.0159434817,1,0.7378636364,99.8737550484,-0.1387629245,2008-03-17,2008-11-12,240,,,,357,2008-03-17
global_financial_crisis,permanent_annual_equal,2007-10-31,2009-03-09,100000.0000000000,95450.6026320301,-0.0454939737,-0.0337724433,3,2.2135909091,123.0331280153,-0.1392510874,2008-03-17,2008-11-12,240,,,,357,2008-03-17
global_financial_crisis,permanent_band,2007-10-31,2009-03-09,100000.0000000000,96182.0191992247,-0.0381798080,-0.0283147811,2,1.4757272727,122.0789804067,-0.1387629245,2008-03-17,2008-11-12,240,,,,357,2008-03-17
global_financial_crisis,tqqq_hold,2007-10-31,2009-03-09,100000.0000000000,5919.8044758230,-0.9408019552,-0.8757975261,1,0.7378636364,99.8998211694,-0.9425025484,2007-10-31,2009-03-09,495,,,,495,2007-10-31
global_financial_crisis,qqq_hold,2007-10-31,2009-03-09,100000.0000000000,47450.6912802277,-0.5254930872,-0.4230859098,1,0.7378636364,99.8568617171,-0.5338111816,2007-10-31,2008-11-20,386,,,,495,2007-10-31
global_financial_crisis,vo,2007-10-31,2009-03-09,100000.0000000000,53467.6788878420,-0.4653232111,-0.3699594806,7,5.1650454545,287.2557377064,-0.4914322133,2007-10-31,2008-09-17,322,,,,495,2007-10-31
covid_crash,permanent_buyhold,2020-02-19,2020-03-23,100000.0000000000,94902.1546465584,-0.0509784535,-0.4396071241,1,11.0679545455,99.7708245741,-0.1067247815,2020-03-06,2020-03-18,12,,,,17,2020-03-06
covid_crash,permanent_annual_equal,2020-02-19,2020-03-23,100000.0000000000,94902.1546465584,-0.0509784535,-0.4396071241,1,11.0679545455,99.7708245741,-0.1067247815,2020-03-06,2020-03-18,12,,,,17,2020-03-06
covid_crash,permanent_band,2020-02-19,2020-03-23,100000.0000000000,94902.1546465584,-0.0509784535,-0.4396071241,1,11.0679545455,99.7708245741,-0.1067247815,2020-03-06,2020-03-18,12,,,,17,2020-03-06
covid_crash,tqqq_hold,2020-02-19,2020-03-23,100000.0000000000,30471.3026952195,-0.6952869730,-0.9999980603,1,11.0679545455,99.8888914234,-0.6991429824,2020-02-19,2020-03-20,30,,,,33,2020-02-19
covid_crash,qqq_hold,2020-02-19,2020-03-23,100000.0000000000,72301.0322036958,-0.2769896780,-0.9723930962,1,11.0679545455,99.7905020166,-0.2852811166,2020-02-19,2020-03-16,26,,,,33,2020-02-19
covid_crash,vo,2020-02-19,2020-03-23,100000.0000000000,73274.2630033046,-0.2672573700,-0.9679897632,3,33.2038636364,173.2252711212,-0.3011317856,2020-02-19,2020-02-27,8,,,,33,2020-02-19
2022_bear,permanent_buyhold,2021-11-19,2022-12-28,100000.0000000000,85824.0796038594,-0.1417592040,-0.1290798856,1,0.9040655941,99.4543392137,-0.1836936680,2021-12-27,2022-10-20,297,,,,366,2021-12-27
2022_bear,permanent_annual_equal,2021-11-19,2022-12-28,100000.0000000000,85909.8811236775,-0.1409011888,-0.1282927614,2,1.8081311881,100.6528854890,-0.1833618602,2021-12-27,2022-10-20,297,,,,366,2021-12-27
2022_bear,permanent_band,2021-11-19,2022-12-28,100000.0000000000,85824.0796038594,-0.1417592040,-0.1290798856,1,0.9040655941,99.4543392137,-0.1836936680,2021-12-27,2022-10-20,297,,,,366,2021-12-27
2022_bear,tqqq_hold,2021-11-19,2022-12-28,100000.0000000000,18422.5659201447,-0.8157743408,-0.7833152641,1,0.9040655941,99.8670383473,-0.8163290777,2021-11-19,2022-12-28,404,,,,404,2021-11-19
2022_bear,qqq_hold,2021-11-19,2022-12-28,100000.0000000000,65085.4297853292,-0.3491457021,-0.3217698374,1,0.9040655941,99.5574795320,-0.3499831725,2021-12-27,2022-11-03,311,,,,366,2021-12-27
2022_bear,vo,2021-11-19,2022-12-28,100000.0000000000,56555.3201486584,-0.4344467985,-0.4026625051,16,14.4650495050,598.2937611607,-0.4575753821,2021-11-19,2022-09-30,315,,,,404,2021-11-19
