period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
global_financial_crisis,faa7_equal_monthly,2007-10-31,2009-03-09,100000.0000000000,55525.0683226988,-0.4447493168,-0.3521599404,18,13.2815454545,166.0795941318,-0.4608976582,2008-05-19,2009-03-02,287,,,,294,2008-05-19
global_financial_crisis,faa_default,2007-10-31,2009-03-09,100000.0000000000,102510.3626582967,0.0251036266,0.0184627417,15,11.0679545455,537.2806273535,-0.1061780296,2008-05-21,2008-09-02,104,,,,292,2008-05-21
global_financial_crisis,tqqq_hold,2007-10-31,2009-03-09,100000.0000000000,5920.0203768818,-0.9407997962,-0.8757941838,1,0.7378636364,99.8996001390,-0.9425004491,2007-10-31,2009-03-09,495,,,,495,2007-10-31
global_financial_crisis,qqq_hold,2007-10-31,2009-03-09,100000.0000000000,47450.7293845948,-0.5254927062,-0.4230855679,1,0.7378636364,99.8568188801,-0.5338110033,2007-10-31,2008-11-20,386,,,,495,2007-10-31
global_financial_crisis,vo,2007-10-31,2009-03-09,100000.0000000000,53467.8240412975,-0.4653217596,-0.3699582186,7,5.1650454545,287.2552411786,-0.4914310305,2007-10-31,2008-09-17,322,,,,495,2007-10-31
covid_crash,faa7_equal_monthly,2020-02-19,2020-03-23,100000.0000000000,74572.1993438851,-0.2542780066,-0.9611234699,2,22.1359090909,104.2587382007,-0.2526337668,2020-02-19,2020-03-23,33,,,,33,2020-02-19
covid_crash,faa_default,2020-02-19,2020-03-23,100000.0000000000,96572.2935438888,-0.0342770646,-0.3202508620,2,22.1359090909,161.7973249843,-0.0544288305,2020-02-19,2020-03-18,28,,,,33,2020-02-19
covid_crash,tqqq_hold,2020-02-19,2020-03-23,100000.0000000000,30471.2925571276,-0.6952870744,-0.9999980603,1,11.0679545455,99.8889049716,-0.6991432188,2020-02-19,2020-03-20,30,,,,33,2020-02-19
covid_crash,qqq_hold,2020-02-19,2020-03-23,100000.0000000000,72301.0456009222,-0.2769895440,-0.9723930396,1,11.0679545455,99.7905020166,-0.2852812502,2020-02-19,2020-03-16,26,,,,33,2020-02-19
covid_crash,vo,2020-02-19,2020-03-23,100000.0000000000,73274.2495749552,-0.2672575043,-0.9679898282,3,33.2038636364,173.2252848030,-0.3011320226,2020-02-19,2020-02-27,8,,,,33,2020-02-19
2022_bear,faa7_equal_monthly,2021-11-19,2022-12-28,100000.0000000000,89152.6237152384,-0.1084737628,-0.0985991122,14,12.6569183168,140.1676693016,-0.1712089132,2022-03-29,2022-10-14,199,,,,274,2022-03-29
2022_bear,faa_default,2021-11-19,2022-12-28,100000.0000000000,98412.1429102868,-0.0158785709,-0.0143662673,13,11.7528527228,776.5407294797,-0.1118966863,2022-03-08,2022-11-03,240,,,,295,2022-03-08
2022_bear,tqqq_hold,2021-11-19,2022-12-28,100000.0000000000,18422.6054648576,-0.8157739454,-0.7833148436,1,0.9040655941,99.8670022376,-0.8163286832,2021-11-19,2022-12-28,404,,,,404,2021-11-19
2022_bear,qqq_hold,2021-11-19,2022-12-28,100000.0000000000,65085.4297823257,-0.3491457022,-0.3217698374,1,0.9040655941,99.5574717913,-0.3499832849,2021-12-27,2022-11-03,311,,,,366,2021-12-27
2022_bear,vo,2021-11-19,2022-12-28,100000.0000000000,56555.3299401674,-0.4344467006,-0.4026624116,16,14.4650495050,598.2936975037,-0.4575753327,2021-11-19,2022-09-30,315,,,,404,2021-11-19
