period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
global_financial_crisis,tqqq_hold,2007-10-31,2009-03-09,100000.0000000000,5920.1459823034,-0.9407985402,-0.8757922393,1,0.7378636364,99.8994658958,-0.9424992277,2007-10-31,2009-03-09,495,,,,495,2007-10-31
global_financial_crisis,qqq_hold,2007-10-31,2009-03-09,100000.0000000000,47450.7372961018,-0.5254926270,-0.4230854970,1,0.7378636364,99.8567947070,-0.5338106413,2007-10-31,2008-11-20,386,,,,495,2007-10-31
global_financial_crisis,vo,2007-10-31,2009-03-09,100000.0000000000,53467.9003274425,-0.4653209967,-0.3699575553,7,5.1650454545,287.2551144469,-0.4914303986,2007-10-31,2008-09-17,322,,,,495,2007-10-31
global_financial_crisis,paa_n12_buyhold,2007-10-31,2009-03-09,100000.0000000000,61581.2271443306,-0.3841877286,-0.3007353309,1,0.7378636364,99.7066837634,-0.3904916276,2008-05-19,2009-03-09,294,,,,294,2008-05-19
global_financial_crisis,paa2,2007-10-31,2009-03-09,100000.0000000000,100909.2650753929,0.0090926508,0.0067011711,5,3.6893181818,565.1698177959,-0.0602716266,2008-12-30,2009-02-09,41,,,,107,2008-04-30
covid_crash,tqqq_hold,2020-02-19,2020-03-23,100000.0000000000,30471.2992722723,-0.6952870073,-0.9999980603,1,11.0679545455,99.8888914234,-0.6991430163,2020-02-19,2020-03-20,30,,,,33,2020-02-19
covid_crash,qqq_hold,2020-02-19,2020-03-23,100000.0000000000,72301.0389196477,-0.2769896108,-0.9723930679,1,11.0679545455,99.7905086912,-0.2852812502,2020-02-19,2020-03-16,26,,,,33,2020-02-19
covid_crash,vo,2020-02-19,2020-03-23,100000.0000000000,73274.2630033046,-0.2672573700,-0.9679897632,3,33.2038636364,173.2252711212,-0.3011317178,2020-02-19,2020-02-27,8,,,,33,2020-02-19
covid_crash,paa_n12_buyhold,2020-02-19,2020-03-23,100000.0000000000,75706.1387859407,-0.2429386121,-0.9540560352,1,11.0679545455,99.4895458613,-0.2468556620,2020-02-19,2020-03-18,28,,,,33,2020-02-19
covid_crash,paa2,2020-02-19,2020-03-23,100000.0000000000,99011.7056040407,-0.0098829440,-0.1041014342,2,22.1359090909,257.8468264237,-0.0506681620,2020-02-21,2020-03-18,26,,,,31,2020-02-21
2022_bear,tqqq_hold,2021-11-19,2022-12-28,100000.0000000000,18422.5760896609,-0.8157742391,-0.7833151559,1,0.9040655941,99.8670293199,-0.8163289762,2021-11-19,2022-12-28,404,,,,404,2021-11-19
2022_bear,qqq_hold,2021-11-19,2022-12-28,100000.0000000000,65085.4104096567,-0.3491458959,-0.3217700199,1,0.9040655941,99.5574872727,-0.3499830718,2021-12-27,2022-11-03,311,,,,366,2021-12-27
2022_bear,vo,2021-11-19,2022-12-28,100000.0000000000,56555.2863705669,-0.4344471363,-0.4026628277,16,14.4650495050,598.2937240312,-0.4575755710,2021-11-19,2022-09-30,315,,,,404,2021-11-19
2022_bear,paa_n12_buyhold,2021-11-19,2022-12-28,100000.0000000000,83102.7219117974,-0.1689727809,-0.1540846377,1,0.9040655941,98.8556370416,-0.2125758471,2021-12-27,2022-10-14,291,,,,366,2021-12-27
2022_bear,paa2,2021-11-19,2022-12-28,100000.0000000000,92937.0564258083,-0.0706294357,-0.0640757701,4,3.6162623762,468.7109826639,-0.0781033661,2021-11-19,2022-10-20,335,,,,404,2021-11-19
