period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
dotcom,tqqq_hold,2000-03-10,2002-10-09,100000.0000000000,166.5356360474,-0.9983346436,-0.9160859027,1,0.3873197243,99.7972775286,-0.9984028946,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,qqq_hold,2000-03-10,2002-10-09,100000.0000000000,17452.8827497849,-0.8254711725,-0.4914189176,1,0.3873197243,99.8905904351,-0.8295618568,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,vo,2000-03-10,2002-10-09,100000.0000000000,100013.7945240209,0.0001379452,0.0000534267,4,1.5492788971,202.4663500699,-0.0318094573,2000-09-15,2000-09-18,3,2000-09-19,1.0000000000,4.0000000000,236,2002-02-15
dotcom,three_percent,2000-03-10,2002-10-09,100000.0000000000,79154.0465508508,-0.2084595345,-0.0865671260,6,2.3239183457,195.1627876555,-0.2096450179,2000-03-10,2000-03-15,5,,,,943,2000-03-10
dotcom,vr5,2000-03-10,2002-10-09,100000.0000000000,67.3139530504,-0.9993268605,-0.9409169998,20,7.7463944857,99.8999933167,-0.9993615375,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,faber_10m,2000-03-10,2002-10-09,100000.0000000000,15806.5008485387,-0.8419349915,-0.5105669650,6,2.3239183457,224.2023707277,-0.8581184460,2000-03-27,2000-09-21,178,,,,926,2000-03-27
dotcom,sma_200,2000-03-10,2002-10-09,100000.0000000000,10283.6522885702,-0.8971634771,-0.5856329657,22,8.5210339343,484.4256716804,-0.9063504691,2000-03-27,2002-01-16,660,,,,926,2000-03-27
dotcom,golden_cross,2000-03-10,2002-10-09,100000.0000000000,33050.6775337364,-0.6694932247,-0.3487180047,2,0.7746394486,132.7780106016,-0.8004990000,2000-03-27,2000-05-23,57,,,,926,2000-03-27
dotcom,absolute_momentum_12m,2000-03-10,2002-10-09,100000.0000000000,10920.3430942373,-0.8907965691,-0.5758788382,2,0.7746394486,110.8265936087,-0.8962571395,2000-03-31,2000-11-29,243,,,,922,2000-03-31
dotcom,tsmom_12m,2000-03-10,2002-10-09,100000.0000000000,10920.3430942373,-0.8907965691,-0.5758788382,2,0.7746394486,110.8265936087,-0.8962571395,2000-03-31,2000-11-29,243,,,,922,2000-03-31
