period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
dotcom,tqqq_hold,2000-03-10,2002-10-09,100000.0000000000,166.5356360474,-0.9983346436,-0.9160859027,1,0.3873197243,99.7972775286,-0.9984028946,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,qqq_hold,2000-03-10,2002-10-09,100000.0000000000,17452.8827497849,-0.8254711725,-0.4914189176,1,0.3873197243,99.8905904351,-0.8295618568,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,vo,2000-03-10,2002-10-09,100000.0000000000,100013.7945240209,0.0001379452,0.0000534267,4,1.5492788971,202.4663500699,-0.0318094573,2000-09-15,2000-09-18,3,2000-09-19,1.0000000000,4.0000000000,236,2002-02-15
dotcom,three_percent,2000-03-10,2002-10-09,100000.0000000000,79154.0465508508,-0.2084595345,-0.0865671260,6,2.3239183457,195.1627876555,-0.2096450179,2000-03-10,2000-03-15,5,,,,943,2000-03-10
dotcom,vr5,2000-03-10,2002-10-09,100000.0000000000,67.3139530504,-0.9993268605,-0.9409169998,20,7.7463944857,99.8999933167,-0.9993615375,2000-03-27,2002-10-09,926,,,,926,2000-03-27
dotcom,bll_vma_1_50_b0,2000-03-10,2002-10-09,100000.0000000000,13495.8367525545,-0.8650416325,-0.5396276493,34,13.1688706257,1081.1088008149,-0.8844929863,2000-03-27,2001-10-30,582,,,,926,2000-03-27
dotcom,bll_vma_1_50_b1,2000-03-10,2002-10-09,100000.0000000000,13570.3715527288,-0.8642962845,-0.5386445329,22,8.5210339343,739.5279076630,-0.8698577983,2000-03-27,2002-08-29,885,,,,926,2000-03-27
dotcom,bll_vma_1_150_b0,2000-03-10,2002-10-09,100000.0000000000,5210.4182177171,-0.9478958178,-0.6815659922,50,19.3659862142,771.4417826518,-0.9500311914,2000-03-27,2002-03-25,728,,,,926,2000-03-27
dotcom,bll_vma_1_150_b1,2000-03-10,2002-10-09,100000.0000000000,5554.6776299471,-0.9444532237,-0.6735763508,26,10.0703128314,448.5205971586,-0.9470725417,2000-03-27,2002-03-20,723,,,,926,2000-03-27
dotcom,bll_vma_5_150_b0,2000-03-10,2002-10-09,100000.0000000000,8638.6390405603,-0.9136136096,-0.6126850171,12,4.6478366914,326.1386591270,-0.9171539629,2000-03-27,2002-03-26,729,,,,926,2000-03-27
